时间,今值,预测值
2014年1月7日15:00,1.5%,0.6%
2013年11月29日15:00,-0.8%,0.5%
2013年10月31日15:00,-0.4%,0.4%
2013年9月30日14:00,0.5%,0.8%
2013年8月30日14:00,-1.4%,0.5%
2013年7月31日14:00,-1.5%,0.4%
2013年6月28日14:00,0.8%,0.2%
2013年5月31日14:00,-0.4%,0.2%
2013年4月30日14:00,-0.3%,0.1%
2013年3月28日15:00,0.4%,-1.0%
2013年3月1日15:00,3.1%,1.0%
2013年1月31日15:00,-1.7%,-0.1%
2013年1月4日15:00,1.2%,0.8%
2012年11月30日15:00,-2.8%,-0.2%
2012年10月31日15:00,1.5%,0.3%
2012年9月28日14:00,0.3%,0.6%
2012年8月31日14:00,-0.9%,0.2%
2012年7月31日14:00,-0.1%,0.5%
2012年6月29日14:00,-0.3%,0.1%
2012年5月31日14:00,0.6%,0.1%
2012年4月30日14:00,0.8%,1.0%
2012年3月30日14:00,-1.1%,1.2%
2012年3月2日15:00,-1.6%,0.5%
2012年1月31日15:00,-1.4%,0.8%
2012年1月5日15:00,-0.9%,0.1%
2011年11月30日15:00,0.7%,0.1%
2011年10月31日15:00,0.4%,1.1%
2011年9月30日14:00,-2.9%,-0.5%
2011年8月31日14:00,0.0%,-1.5%
2011年7月29日14:00,6.3%,1.7%
2011年6月30日14:00,-2.8%,0.7%
2011年5月31日14:00,0.6%,1.7%
2011年4月29日14:00,-2.1%,0.1%
2011年3月31日14:00,-0.3%,0.4%
2011年3月3日15:00,1.4%,0.5%
2011年1月31日15:00,-0.3%,1.9%
2011年1月7日15:00,-2.4%,1.1%
2010年12月1日15:00,2.3%,1.3%
2010年10月29日15:00,-2.3%,0.5%
2010年10月1日14:00,-0.2%,0.5%
2010年9月1日14:00,-0.3%,0.6%
2010年7月30日14:00,-0.9%,0.0%
2010年7月1日14:00,0.4%,0.4%
2010年6月1日14:00,1.0%,0.7%
2010年5月4日14:00,-2.4%,0.0%
2010年4月1日14:00,-0.4%,0.1%
2010年3月3日15:00,0.0%,-0.5%
2010年2月2日15:00,0.8%,1.1%
2010年1月7日15:00,-1.1%,0.4%
2009年12月1日15:00,0.5%,0.6%
2009年10月30日15:00,-0.5%,0.9%
2009年10月1日14:00,-1.5%,0.0%
2009年9月1日14:00,0.7%,0.7%
2009年8月3日14:00,-1.8%,0.4%
2009年7月1日14:00,0.4%,-0.1%
2009年5月29日14:00,0.5%,0.5%
2009年5月4日14:00,-1.0%,0.0%
2009年4月1日14:00,-0.2%,0.2%
2009年3月5日15:00,-0.6%,0.3%
2009年2月3日15:00,-0.2%,0.5%
2009年1月9日15:00,0.7%,0.4%
2008年12月1日15:00,-1.6%,0.5%
2008年10月31日15:00,-2.3%,-1.0%
2008年10月1日14:00,3.1%,0.5%
2008年9月1日14:00,-1.5%,-0.1%
2008年8月1日10:00,-1.4%,-0.5%
2008年7月1日14:00,1.3%,0.8%
2008年5月30日15:00,-1.7%,0.6%
2008年5月2日14:00,-0.1%,0.6%
2008年4月1日14:00,-1.6%,0.5%
2008年2月29日15:00,1.6%,1.0%
2008年1月1日 (十二月)17:00,-2.30%, 
2007年12月1日 (十一月)17:00,-0.30%, 
2007年11月1日 (十月)17:00,-0.30%, 
2007年10月1日 (九月)17:00,-0.60%, 
2007年9月1日 (八月)17:00,0.90%, 
2007年8月1日 (七月)17:00,-0.40%, 
2007年7月1日 (六月)17:00,1.40%, 
2007年6月1日 (五月)17:00,-4.60%, 
2007年5月1日 (四月)17:00,2.20%, 
2007年4月1日 (三月)17:00,0.20%, 
2007年3月1日 (二月)17:00,2.40%, 
2007年2月1日 (一月)17:00,-4.60%, 
2007年1月1日 (十二月)17:00,2.60%, 
2006年12月1日 (十一月)17:00,0.30%, 
2006年11月1日 (十月)17:00,0.90%, 
2006年10月1日 (九月)17:00,-1.70%, 
2006年9月1日 (八月)17:00,1.00%, 
2006年8月1日 (七月)17:00,-2.00%, 
2006年7月1日 (六月)17:00,1.20%, 
2006年6月1日 (五月)17:00,0.30%, 
2006年5月1日 (四月)17:00,0.20%, 
2006年4月1日 (三月)17:00,-0.20%, 
2006年3月1日 (二月)17:00,0.70%, 
2006年2月1日 (一月)17:00,-0.60%, 
2006年1月1日 (十二月)17:00,0.20%, 
2005年12月1日 (十一月)17:00,-0.10%, 
2005年11月1日 (十月)17:00,0.10%, 
2005年10月1日 (九月)17:00,-0.10%, 
2005年9月1日 (八月)17:00,-0.20%, 
2005年8月1日 (七月)17:00,0.10%, 
2005年7月1日 (六月)17:00,0.90%, 
2005年6月1日 (五月)17:00,-0.40%, 
2005年5月1日 (四月)17:00,0.00%, 
2005年4月1日 (三月)17:00,-0.20%, 
2005年3月1日 (二月)17:00,-1.30%, 
2005年2月1日 (一月)17:00,1.70%, 
2005年1月1日 (十二月)17:00,0.30%, 
2004年12月1日 (十一月)17:00,0.70%, 
2004年11月1日 (十月)17:00,-0.10%, 
2004年10月1日 (九月)17:00,0.30%, 
2004年9月1日 (八月)17:00,-0.60%, 
2004年8月1日 (七月)17:00,0.50%, 
2004年7月1日 (六月)17:00,0.70%, 
2004年6月1日 (五月)17:00,-2.10%, 
2004年5月1日 (四月)17:00,1.20%, 
2004年4月1日 (三月)17:00,-0.60%, 
2004年3月1日 (二月)17:00,2.00%, 
2004年2月1日 (一月)17:00,0.40%, 
2004年1月1日 (十二月)17:00,-0.60%, 
2003年12月1日 (十一月)17:00,-0.90%, 
2003年11月1日 (十月)17:00,1.10%, 
2003年10月1日 (九月)17:00,0.40%, 
2003年9月1日 (八月)17:00,0.00%, 
2003年8月1日 (七月)17:00,-1.00%, 
2003年7月1日 (六月)17:00,0.60%, 
2003年6月1日 (五月)17:00,0.40%, 
2003年5月1日 (四月)17:00,0.00%, 
2003年4月1日 (三月)17:00,0.10%, 
2003年3月1日 (二月)17:00,0.20%, 
2003年2月1日 (一月)17:00,-1.30%, 
2003年1月1日 (十二月)17:00,-0.20%, 
2002年12月1日 (十一月)17:00,-0.40%, 
2002年11月1日 (十月)17:00,-1.20%, 
2002年10月1日 (九月)17:00,1.70%, 
2002年9月1日 (八月)17:00,-0.30%, 
2002年8月1日 (七月)17:00,1.10%, 
2002年7月1日 (六月)17:00,-2.10%, 
2002年6月1日 (五月)17:00,0.40%, 
2002年5月1日 (四月)17:00,1.00%, 
2002年4月1日 (三月)17:00,0.70%, 
2002年3月1日 (二月)17:00,-0.30%, 
2002年2月1日 (一月)17:00,-2.20%, 
2002年1月1日 (十二月)17:00,-2.20%, 
2001年12月1日 (十一月)17:00,4.10%, 
2001年11月1日 (十月)17:00,-2.40%, 
2001年10月1日 (九月)17:00,0.30%, 
2001年9月1日 (八月)17:00,-0.70%, 
2001年8月1日 (七月)17:00,-0.10%, 
2001年7月1日 (六月)17:00,-0.40%, 
2001年6月1日 (五月)17:00,0.20%, 
2001年5月1日 (四月)17:00,-0.60%, 
2001年4月1日 (三月)17:00,1.10%, 
2001年3月1日 (二月)17:00,-1.70%, 
2001年2月1日 (一月)17:00,1.40%, 
2001年1月1日 (十二月)17:00,0.50%, 
2000年12月1日 (十一月)17:00,0.20%, 
2000年11月1日 (十月)17:00,0.70%, 
2000年10月1日 (九月)17:00,-0.50%, 
2000年9月1日 (八月)17:00,-0.50%, 
2000年8月1日 (七月)17:00,-0.30%, 
2000年7月1日 (六月)17:00,-0.50%, 
2000年6月1日 (五月)17:00,0.10%, 
2000年5月1日 (四月)17:00,1.00%, 
2000年4月1日 (三月)17:00,-1.10%, 
2000年3月1日 (二月)17:00,1.40%, 
2000年2月1日 (一月)17:00,-0.50%, 
2000年1月1日 (十二月)17:00,0.70%, 
1999年12月1日 (十一月)17:00,0.20%, 
1999年11月1日 (十月)17:00,3.00%, 
1999年10月1日 (九月)17:00,-3.30%, 
1999年9月1日 (八月)17:00,1.00%, 
1999年8月1日 (七月)17:00,0.10%, 
1999年7月1日 (六月)17:00,-0.30%, 
1999年6月1日 (五月)17:00,1.00%, 
1999年5月1日 (四月)17:00,-3.10%, 
1999年4月1日 (三月)17:00,0.50%, 
1999年3月1日 (二月)17:00,0.90%, 
1999年2月1日 (一月)17:00,-0.30%, 
1999年1月1日 (十二月)17:00,-2.20%, 
1998年12月1日 (十一月)17:00,3.20%, 
1998年11月1日 (十月)17:00,0.30%, 
1998年10月1日 (九月)17:00,-0.30%, 
1998年9月1日 (八月)17:00,-1.50%, 
1998年8月1日 (七月)17:00,2.70%, 
1998年7月1日 (六月)17:00,-1.50%, 
1998年6月1日 (五月)17:00,0.90%, 
1998年5月1日 (四月)17:00,-3.20%, 
1998年4月1日 (三月)17:00,2.10%, 
1998年3月1日 (二月)17:00,0.90%, 
1998年2月1日 (一月)17:00,0.90%, 
1998年1月1日 (十二月)17:00,-0.70%, 
1997年12月1日 (十一月)17:00,-1.30%, 
1997年11月1日 (十月)17:00,1.70%, 
1997年10月1日 (九月)17:00,1.30%, 
1997年9月1日 (八月)17:00,-2.30%, 
1997年8月1日 (七月)17:00,-1.70%, 
1997年7月1日 (六月)17:00,1.30%, 
1997年6月1日 (五月)17:00,-0.90%, 
1997年5月1日 (四月)17:00,1.70%, 
1997年4月1日 (三月)17:00,-0.40%, 
1997年3月1日 (二月)17:00,-1.70%, 
1997年2月1日 (一月)17:00,1.30%, 
1997年1月1日 (十二月)17:00,-1.10%, 
1996年12月1日 (十一月)17:00,1.50%, 
1996年11月1日 (十月)17:00,-2.60%, 
1996年10月1日 (九月)17:00,0.80%, 
1996年9月1日 (八月)17:00,0.30%, 
1996年8月1日 (七月)17:00,0.30%, 
1996年7月1日 (六月)17:00,-0.60%, 
1996年6月1日 (五月)17:00,-0.50%, 
1996年5月1日 (四月)17:00,1.20%, 
1996年4月1日 (三月)17:00,-0.70%, 
1996年3月1日 (二月)17:00,-0.10%, 
1996年2月1日 (一月)17:00,-0.40%, 
1996年1月1日 (十二月)17:00,-0.30%, 
1995年12月1日 (十一月)17:00,1.80%, 
1995年11月1日 (十月)17:00,-1.30%, 
1995年10月1日 (九月)17:00,-0.10%, 
1995年9月1日 (八月)17:00,-0.70%, 
1995年8月1日 (七月)17:00,-0.90%, 
1995年7月1日 (六月)17:00,0.90%, 
1995年6月1日 (五月)17:00,1.00%, 
1995年5月1日 (四月)17:00,-1.40%, 
1995年4月1日 (三月)17:00,0.30%, 
1995年3月1日 (二月)17:00,2.30%, 
1995年2月1日 (一月)17:00,-1.80%, 
1995年1月1日 (十二月)17:00,1.90%, 
1994年12月1日 (十一月)17:00,-0.40%, 
1994年11月1日 (十月)17:00,-0.90%, 
1994年10月1日 (九月)17:00,1.50%, 
1994年9月1日 (八月)17:00,0.10%, 
1994年8月1日 (七月)17:00,0.50%, 
1994年7月1日 (六月)17:00,0.20%, 
1994年6月1日 (五月)17:00,-1.10%, 
1994年5月1日 (四月)17:00,-0.60%, 
1994年4月1日 (三月)17:00,0.00%, 
1994年3月1日 (二月)17:00,-1.20%, 
